
           8.88    0.00    4.50    0.00    0.00   86.62

           8.27    0.00    5.01    0.00    0.00   86.72

           7.99    0.00    5.49    0.00    0.00   86.52

           8.99    0.00    4.49    0.00    0.00   86.52

           8.05    0.00    5.28    0.00    0.00   86.67

           8.79    0.00    4.65    0.00    0.00   86.56

           8.24    0.00    4.99    0.00    0.00   86.77

           7.85    0.00    4.76    0.00    0.00   87.39

           1.15    0.00    0.72    0.00    0.00   98.13

           0.00    0.00    0.00    0.13    0.00   99.87

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.13    0.00    0.00    0.00    0.00   99.87

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.09    0.00    0.00   99.91

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.14    0.00    0.00   99.86

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.17    0.00    0.00   99.83

           0.10    0.00    0.00    0.00    0.00   99.90

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.14    0.00    0.00    0.00    0.00   99.86

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.16    0.00    0.00   99.84

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.14    0.00    0.00   99.86

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.18    0.00    0.00    0.00    0.00   99.82

           0.12    0.00    0.00    0.00    0.00   99.88

           0.00    0.00    0.00    0.00    0.00  100.00

           0.17    0.00    0.00    0.00    0.00   99.83

           0.00    0.00    0.11    0.00    0.00   99.89

           0.00    0.00    0.14    0.00    0.00   99.86

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.11    0.00    0.00    0.11    0.00   99.79

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.18    0.00    0.00   99.82

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.14    0.00    0.00   99.86

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.18    0.00    0.00   99.82

           0.00    0.00    0.00    0.00    0.00  100.00

           0.09    0.00    0.09    0.00    0.00   99.81

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.10    0.00    0.10    0.00    0.00   99.79

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.16    0.00    0.00   99.84

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.12    0.00    0.00    0.00    0.00   99.88

           0.14    0.00    0.14    0.00    0.00   99.72

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.16    0.00    0.00   99.84

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.12    0.00    0.00   99.88

           0.00    0.00    0.11    0.00    0.00   99.89

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.16    0.00    0.00   99.84

           0.11    0.00    0.00    0.00    0.00   99.89

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.09    0.00    0.00   99.91

           0.00    0.00    0.00    0.00    0.00  100.00

           0.16    0.00    0.00    0.00    0.00   99.84

           0.00    0.00    0.00    0.00    0.00  100.00

           0.00    0.00    0.00    0.00    0.00  100.00

